,name,indicator,indicator2,year,value
12715,Russia,gini,GINI index,1981,
12716,Rwanda,gini,GINI index,1981,
12717,St. Barthélemy,gini,GINI index,1981,
12718,St. Helena,gini,GINI index,1981,
12719,St. Kitts and Nevis,gini,GINI index,1981,
12720,St. Lucia,gini,GINI index,1981,
12721,St. Martin,gini,GINI index,1981,
12722,St. Vincent and the Grenadines,gini,GINI index,1981,
12723,St.-Pierre-et-Miquelon,gini,GINI index,1981,
12724,Samoa,gini,GINI index,1981,
12725,San Marino,gini,GINI index,1981,
12726,Sao Tome and Principe,gini,GINI index,1981,
12727,Saudi Arabia,gini,GINI index,1981,
12728,Senegal,gini,GINI index,1981,
12729,Serbia,gini,GINI index,1981,
12730,Serbia and Montenegro,gini,GINI index,1981,
12731,Serbia excluding Kosovo,gini,GINI index,1981,
12732,Seychelles,gini,GINI index,1981,
12733,Sierra Leone,gini,GINI index,1981,
12734,Singapore,gini,GINI index,1981,
12735,Slovak Republic,gini,GINI index,1981,
12736,Slovenia,gini,GINI index,1981,
12737,Solomon Islands,gini,GINI index,1981,
12738,Somalia,gini,GINI index,1981,
12739,Somaliland,gini,GINI index,1981,
12740,South Africa,gini,GINI index,1981,
12741,South Ossetia,gini,GINI index,1981,
12742,Spain,gini,GINI index,1981,
12743,Sri Lanka,gini,GINI index,1981,
12744,Sudan,gini,GINI index,1981,
12745,Suriname,gini,GINI index,1981,
12746,Svalbard,gini,GINI index,1981,
12747,Swaziland,gini,GINI index,1981,
12748,Sweden,gini,GINI index,1981,
12749,Switzerland,gini,GINI index,1981,
12750,Syria,gini,GINI index,1981,
12751,Taiwan,gini,GINI index,1981,
12752,Tajikistan,gini,GINI index,1981,
12753,Tanzania,gini,GINI index,1981,
12754,Thailand,gini,GINI index,1981,45.22
12755,Timor-Leste,gini,GINI index,1981,
12756,Togo,gini,GINI index,1981,
12757,Tokelau,gini,GINI index,1981,
12758,Tonga,gini,GINI index,1981,
12759,Transnistria,gini,GINI index,1981,
12760,Trinidad and Tobago,gini,GINI index,1981,
12761,Tunisia,gini,GINI index,1981,
12762,Turkey,gini,GINI index,1981,
12763,Turkmenistan,gini,GINI index,1981,
12764,Turks and Caicos Islands,gini,GINI index,1981,
12765,Tuvalu,gini,GINI index,1981,
12766,Uganda,gini,GINI index,1981,
12767,Ukraine,gini,GINI index,1981,
12768,United Arab Emirates,gini,GINI index,1981,
12769,United Kingdom,gini,GINI index,1981,
12770,United States,gini,GINI index,1981,
12771,Uruguay,gini,GINI index,1981,43.65
12772,USSR,gini,GINI index,1981,
12773,Uzbekistan,gini,GINI index,1981,
12774,Wallis et Futuna,gini,GINI index,1981,
12775,Vanuatu,gini,GINI index,1981,
12776,Venezuela,gini,GINI index,1981,55.61
12777,West Bank and Gaza,gini,GINI index,1981,
12778,West Germany,gini,GINI index,1981,
12779,Western Sahara,gini,GINI index,1981,
12780,Vietnam,gini,GINI index,1981,
12781,Virgin Islands (U.S.),gini,GINI index,1981,
12782,North Yemen (former),gini,GINI index,1981,
12783,South Yemen (former),gini,GINI index,1981,
12784,Yemen,gini,GINI index,1981,
12785,Yugoslavia,gini,GINI index,1981,
12786,Zambia,gini,GINI index,1981,
12787,Zimbabwe,gini,GINI index,1981,
12788,Åland,gini,GINI index,1981,
12789,South Sudan,gini,GINI index,1981,
12790,Christian,gini,GINI index,1981,
12791,Coastline,gini,GINI index,1981,
12792,Curaçao,gini,GINI index,1981,
12793,Sint Maarten (Dutch part),gini,GINI index,1981,
12794,St. Martin (French part),gini,GINI index,1981,
12795,Antarctica,gini,GINI index,1981,
12796,"Virgin Islands, British",gini,GINI index,1981,
12797,Hawaiian Trade Zone,gini,GINI index,1981,
12798,U.S. Pacific Islands,gini,GINI index,1981,
12799,Wake Island,gini,GINI index,1981,
12800,Abkhazia,gini,GINI index,1982,
12801,Afghanistan,gini,GINI index,1982,
12802,Akrotiri and Dhekelia,gini,GINI index,1982,
12803,Albania,gini,GINI index,1982,
12804,Algeria,gini,GINI index,1982,
12805,American Samoa,gini,GINI index,1982,
12806,Andorra,gini,GINI index,1982,
12807,Angola,gini,GINI index,1982,
12808,Anguilla,gini,GINI index,1982,
12809,Antigua and Barbuda,gini,GINI index,1982,
12810,Argentina,gini,GINI index,1982,
12811,Armenia,gini,GINI index,1982,
12812,Aruba,gini,GINI index,1982,
12813,Australia,gini,GINI index,1982,
12814,Austria,gini,GINI index,1982,
12815,Azerbaijan,gini,GINI index,1982,
12816,Bahamas,gini,GINI index,1982,
12817,Bahrain,gini,GINI index,1982,
12818,Bangladesh,gini,GINI index,1982,
12819,Barbados,gini,GINI index,1982,
12820,Belarus,gini,GINI index,1982,
12821,Belgium,gini,GINI index,1982,
12822,Belize,gini,GINI index,1982,
12823,Benin,gini,GINI index,1982,
12824,Bermuda,gini,GINI index,1982,
12825,Bhutan,gini,GINI index,1982,
12826,Bolivia,gini,GINI index,1982,
12827,Bosnia and Herzegovina,gini,GINI index,1982,
12828,Botswana,gini,GINI index,1982,
12829,Brazil,gini,GINI index,1982,58.42
12830,British Virgin Islands,gini,GINI index,1982,
12831,Brunei,gini,GINI index,1982,
12832,Bulgaria,gini,GINI index,1982,
12833,Burkina Faso,gini,GINI index,1982,
12834,Burundi,gini,GINI index,1982,
12835,Cambodia,gini,GINI index,1982,
12836,Cameroon,gini,GINI index,1982,
12837,Canada,gini,GINI index,1982,
12838,Cape Verde,gini,GINI index,1982,
12839,Cayman Islands,gini,GINI index,1982,
12840,Central African Republic,gini,GINI index,1982,
12841,Chad,gini,GINI index,1982,
12842,Channel Islands,gini,GINI index,1982,
12843,Chile,gini,GINI index,1982,
12844,China,gini,GINI index,1982,
12845,Christmas Island,gini,GINI index,1982,
12846,Cocos Island,gini,GINI index,1982,
12847,Colombia,gini,GINI index,1982,
12848,Comoros,gini,GINI index,1982,
12849,"Congo, Dem. Rep.",gini,GINI index,1982,
12850,"Congo, Rep.",gini,GINI index,1982,
12851,Cook Is,gini,GINI index,1982,
12852,Costa Rica,gini,GINI index,1982,
12853,Cote d'Ivoire,gini,GINI index,1982,
12854,Croatia,gini,GINI index,1982,
12855,Cuba,gini,GINI index,1982,
12856,Cyprus,gini,GINI index,1982,
12857,Czech Republic,gini,GINI index,1982,
12858,Czechoslovakia,gini,GINI index,1982,
12859,Denmark,gini,GINI index,1982,
12860,Djibouti,gini,GINI index,1982,
12861,Dominica,gini,GINI index,1982,
12862,Dominican Republic,gini,GINI index,1982,
12863,East Germany,gini,GINI index,1982,
12864,Ecuador,gini,GINI index,1982,
12865,Egypt,gini,GINI index,1982,
12866,El Salvador,gini,GINI index,1982,
12867,Equatorial Guinea,gini,GINI index,1982,
12868,Eritrea,gini,GINI index,1982,
12869,Eritrea and Ethiopia,gini,GINI index,1982,
12870,Estonia,gini,GINI index,1982,
12871,Ethiopia,gini,GINI index,1982,32.42
12872,Faeroe Islands,gini,GINI index,1982,
12873,Falkland Is (Malvinas),gini,GINI index,1982,
12874,Fiji,gini,GINI index,1982,
12875,Finland,gini,GINI index,1982,
12876,France,gini,GINI index,1982,
12877,French Guiana,gini,GINI index,1982,
12878,French Polynesia,gini,GINI index,1982,
12879,Gabon,gini,GINI index,1982,
12880,Gambia,gini,GINI index,1982,
12881,Georgia,gini,GINI index,1982,
12882,Germany,gini,GINI index,1982,
12883,Ghana,gini,GINI index,1982,
12884,Gibraltar,gini,GINI index,1982,
12885,Greece,gini,GINI index,1982,
12886,Greenland,gini,GINI index,1982,
12887,Grenada,gini,GINI index,1982,
12888,Guadeloupe,gini,GINI index,1982,
12889,Guam,gini,GINI index,1982,
12890,Guatemala,gini,GINI index,1982,
12891,Guernsey,gini,GINI index,1982,
12892,Guinea,gini,GINI index,1982,
12893,Guinea-Bissau,gini,GINI index,1982,
12894,Guyana,gini,GINI index,1982,
12895,Haiti,gini,GINI index,1982,
12896,Holy See,gini,GINI index,1982,
12897,Honduras,gini,GINI index,1982,
12898,"Hong Kong, China",gini,GINI index,1982,
12899,Hungary,gini,GINI index,1982,
12900,Iceland,gini,GINI index,1982,
12901,India,gini,GINI index,1982,
12902,Indonesia,gini,GINI index,1982,
12903,Iran,gini,GINI index,1982,
12904,Iraq,gini,GINI index,1982,
12905,Ireland,gini,GINI index,1982,
12906,Isle of Man,gini,GINI index,1982,
12907,Israel,gini,GINI index,1982,
12908,Italy,gini,GINI index,1982,
12909,Jamaica,gini,GINI index,1982,
12910,Japan,gini,GINI index,1982,
12911,Jersey,gini,GINI index,1982,
12912,Jordan,gini,GINI index,1982,
12913,Kazakhstan,gini,GINI index,1982,
12914,Kenya,gini,GINI index,1982,
12915,Kiribati,gini,GINI index,1982,
12916,North Korea,gini,GINI index,1982,
12917,South Korea,gini,GINI index,1982,
12918,United Korea (former),gini,GINI index,1982,
12919,Kosovo,gini,GINI index,1982,
12920,Kuwait,gini,GINI index,1982,
12921,Kyrgyz Republic,gini,GINI index,1982,
12922,Lao,gini,GINI index,1982,
12923,Latvia,gini,GINI index,1982,
12924,Lebanon,gini,GINI index,1982,
12925,Lesotho,gini,GINI index,1982,
12926,Liberia,gini,GINI index,1982,
12927,Libya,gini,GINI index,1982,
12928,Liechtenstein,gini,GINI index,1982,
12929,Lithuania,gini,GINI index,1982,
12930,Luxembourg,gini,GINI index,1982,
12931,"Macao, China",gini,GINI index,1982,
12932,"Macedonia, FYR",gini,GINI index,1982,
12933,Madagascar,gini,GINI index,1982,
12934,Malawi,gini,GINI index,1982,
12935,Malaysia,gini,GINI index,1982,
12936,Maldives,gini,GINI index,1982,
12937,Mali,gini,GINI index,1982,
12938,Malta,gini,GINI index,1982,
12939,Marshall Islands,gini,GINI index,1982,
12940,Martinique,gini,GINI index,1982,
12941,Mauritania,gini,GINI index,1982,
12942,Mauritius,gini,GINI index,1982,
12943,Mayotte,gini,GINI index,1982,
12944,Mexico,gini,GINI index,1982,
12945,"Micronesia, Fed. Sts.",gini,GINI index,1982,
12946,Moldova,gini,GINI index,1982,
12947,Monaco,gini,GINI index,1982,
12948,Mongolia,gini,GINI index,1982,
12949,Montenegro,gini,GINI index,1982,
12950,Montserrat,gini,GINI index,1982,
12951,Morocco,gini,GINI index,1982,
12952,Mozambique,gini,GINI index,1982,
12953,Myanmar,gini,GINI index,1982,
12954,Namibia,gini,GINI index,1982,
12955,Nauru,gini,GINI index,1982,
12956,Nepal,gini,GINI index,1982,
12957,Netherlands,gini,GINI index,1982,
12958,Netherlands Antilles,gini,GINI index,1982,
12959,New Caledonia,gini,GINI index,1982,
12960,New Zealand,gini,GINI index,1982,
12961,Ngorno-Karabakh,gini,GINI index,1982,
12962,Nicaragua,gini,GINI index,1982,
12963,Niger,gini,GINI index,1982,
12964,Nigeria,gini,GINI index,1982,
12965,Niue,gini,GINI index,1982,
12966,Norfolk Island,gini,GINI index,1982,
12967,Northern Cyprus,gini,GINI index,1982,
12968,Northern Mariana Islands,gini,GINI index,1982,
12969,Norway,gini,GINI index,1982,
12970,Oman,gini,GINI index,1982,
12971,Pakistan,gini,GINI index,1982,
12972,Palau,gini,GINI index,1982,
12973,Panama,gini,GINI index,1982,
12974,Papua New Guinea,gini,GINI index,1982,
12975,Paraguay,gini,GINI index,1982,
12976,Peru,gini,GINI index,1982,
12977,Philippines,gini,GINI index,1982,
12978,Pitcairn,gini,GINI index,1982,
12979,Poland,gini,GINI index,1982,
12980,Portugal,gini,GINI index,1982,
12981,Puerto Rico,gini,GINI index,1982,
12982,Qatar,gini,GINI index,1982,
12983,Reunion,gini,GINI index,1982,
12984,Romania,gini,GINI index,1982,
12985,Russia,gini,GINI index,1982,
12986,Rwanda,gini,GINI index,1982,
12987,St. Barthélemy,gini,GINI index,1982,
12988,St. Helena,gini,GINI index,1982,
12989,St. Kitts and Nevis,gini,GINI index,1982,
12990,St. Lucia,gini,GINI index,1982,
12991,St. Martin,gini,GINI index,1982,
12992,St. Vincent and the Grenadines,gini,GINI index,1982,
12993,St.-Pierre-et-Miquelon,gini,GINI index,1982,
12994,Samoa,gini,GINI index,1982,
12995,San Marino,gini,GINI index,1982,
12996,Sao Tome and Principe,gini,GINI index,1982,
12997,Saudi Arabia,gini,GINI index,1982,
12998,Senegal,gini,GINI index,1982,
12999,Serbia,gini,GINI index,1982,
13000,Serbia and Montenegro,gini,GINI index,1982,
13001,Serbia excluding Kosovo,gini,GINI index,1982,
13002,Seychelles,gini,GINI index,1982,
13003,Sierra Leone,gini,GINI index,1982,
13004,Singapore,gini,GINI index,1982,
13005,Slovak Republic,gini,GINI index,1982,
13006,Slovenia,gini,GINI index,1982,
13007,Solomon Islands,gini,GINI index,1982,
13008,Somalia,gini,GINI index,1982,
13009,Somaliland,gini,GINI index,1982,
13010,South Africa,gini,GINI index,1982,
13011,South Ossetia,gini,GINI index,1982,
13012,Spain,gini,GINI index,1982,
13013,Sri Lanka,gini,GINI index,1982,
13014,Sudan,gini,GINI index,1982,
13015,Suriname,gini,GINI index,1982,
13016,Svalbard,gini,GINI index,1982,
13017,Swaziland,gini,GINI index,1982,
13018,Sweden,gini,GINI index,1982,
13019,Switzerland,gini,GINI index,1982,
13020,Syria,gini,GINI index,1982,
13021,Taiwan,gini,GINI index,1982,
13022,Tajikistan,gini,GINI index,1982,
13023,Tanzania,gini,GINI index,1982,
13024,Thailand,gini,GINI index,1982,
13025,Timor-Leste,gini,GINI index,1982,
13026,Togo,gini,GINI index,1982,
13027,Tokelau,gini,GINI index,1982,
13028,Tonga,gini,GINI index,1982,
13029,Transnistria,gini,GINI index,1982,
13030,Trinidad and Tobago,gini,GINI index,1982,
13031,Tunisia,gini,GINI index,1982,
13032,Turkey,gini,GINI index,1982,
13033,Turkmenistan,gini,GINI index,1982,
13034,Turks and Caicos Islands,gini,GINI index,1982,
13035,Tuvalu,gini,GINI index,1982,
13036,Uganda,gini,GINI index,1982,
13037,Ukraine,gini,GINI index,1982,
13038,United Arab Emirates,gini,GINI index,1982,
13039,United Kingdom,gini,GINI index,1982,
13040,United States,gini,GINI index,1982,
13041,Uruguay,gini,GINI index,1982,
13042,USSR,gini,GINI index,1982,
13043,Uzbekistan,gini,GINI index,1982,
13044,Wallis et Futuna,gini,GINI index,1982,
13045,Vanuatu,gini,GINI index,1982,
13046,Venezuela,gini,GINI index,1982,
13047,West Bank and Gaza,gini,GINI index,1982,
13048,West Germany,gini,GINI index,1982,
13049,Western Sahara,gini,GINI index,1982,
13050,Vietnam,gini,GINI index,1982,
13051,Virgin Islands (U.S.),gini,GINI index,1982,
13052,North Yemen (former),gini,GINI index,1982,
13053,South Yemen (former),gini,GINI index,1982,
13054,Yemen,gini,GINI index,1982,
13055,Yugoslavia,gini,GINI index,1982,
13056,Zambia,gini,GINI index,1982,
13057,Zimbabwe,gini,GINI index,1982,
13058,Åland,gini,GINI index,1982,
13059,South Sudan,gini,GINI index,1982,
13060,Christian,gini,GINI index,1982,
13061,Coastline,gini,GINI index,1982,
13062,Curaçao,gini,GINI index,1982,
13063,Sint Maarten (Dutch part),gini,GINI index,1982,
13064,St. Martin (French part),gini,GINI index,1982,
13065,Antarctica,gini,GINI index,1982,
13066,"Virgin Islands, British",gini,GINI index,1982,
13067,Hawaiian Trade Zone,gini,GINI index,1982,
13068,U.S. Pacific Islands,gini,GINI index,1982,
13069,Wake Island,gini,GINI index,1982,
13070,Abkhazia,gini,GINI index,1983,
13071,Afghanistan,gini,GINI index,1983,
13072,Akrotiri and Dhekelia,gini,GINI index,1983,
13073,Albania,gini,GINI index,1983,
13074,Algeria,gini,GINI index,1983,
13075,American Samoa,gini,GINI index,1983,
13076,Andorra,gini,GINI index,1983,
13077,Angola,gini,GINI index,1983,
13078,Anguilla,gini,GINI index,1983,
13079,Antigua and Barbuda,gini,GINI index,1983,
13080,Argentina,gini,GINI index,1983,
13081,Armenia,gini,GINI index,1983,
13082,Aruba,gini,GINI index,1983,
13083,Australia,gini,GINI index,1983,
13084,Austria,gini,GINI index,1983,
13085,Azerbaijan,gini,GINI index,1983,
13086,Bahamas,gini,GINI index,1983,
13087,Bahrain,gini,GINI index,1983,
13088,Bangladesh,gini,GINI index,1983,
13089,Barbados,gini,GINI index,1983,
13090,Belarus,gini,GINI index,1983,
13091,Belgium,gini,GINI index,1983,
13092,Belize,gini,GINI index,1983,
13093,Benin,gini,GINI index,1983,
13094,Bermuda,gini,GINI index,1983,
13095,Bhutan,gini,GINI index,1983,
13096,Bolivia,gini,GINI index,1983,
13097,Bosnia and Herzegovina,gini,GINI index,1983,
13098,Botswana,gini,GINI index,1983,
13099,Brazil,gini,GINI index,1983,58.99
13100,British Virgin Islands,gini,GINI index,1983,
13101,Brunei,gini,GINI index,1983,
13102,Bulgaria,gini,GINI index,1983,
13103,Burkina Faso,gini,GINI index,1983,
13104,Burundi,gini,GINI index,1983,
13105,Cambodia,gini,GINI index,1983,
13106,Cameroon,gini,GINI index,1983,
13107,Canada,gini,GINI index,1983,
13108,Cape Verde,gini,GINI index,1983,
13109,Cayman Islands,gini,GINI index,1983,
