;name;indicator;indicator2;year;value;region
3371;Georgia;gini;GINI index;2003;39.29999923706055;Asia
3372;Germany;gini;GINI index;2003;;Europe
3373;Ghana;gini;GINI index;2003;;Africa
3374;Greece;gini;GINI index;2003;;Europe
3375;Guatemala;gini;GINI index;2003;55.70000076293945;Americas
3376;Guinea;gini;GINI index;2003;43.34;Africa
3377;Guinea-Bissau;gini;GINI index;2003;;Africa
3378;Guyana;gini;GINI index;2003;;Americas
3379;Haiti;gini;GINI index;2003;;Americas
3380;Honduras;gini;GINI index;2003;53.88;Americas
3381;Hong Kong;gini;GINI index;2003;;Asia
3382;Hungary;gini;GINI index;2003;31.100000381469727;Europe
3383;India;gini;GINI index;2003;;Asia
3384;Indonesia;gini;GINI index;2003;;Asia
3385;Iran;gini;GINI index;2003;42.79999923706055;
3386;Ireland;gini;GINI index;2003;;Europe
3387;Israel;gini;GINI index;2003;;Asia
3388;Italy;gini;GINI index;2003;;Europe
3389;Jamaica;gini;GINI index;2003;57.5;Americas
3390;Japan;gini;GINI index;2003;;Asia
3391;Jordan;gini;GINI index;2003;38.87;Asia
3392;Kazakhstan;gini;GINI index;2003;33.85;Asia
3393;Kenya;gini;GINI index;2003;;Africa
3394;South Korea;gini;GINI index;2003;33.599998474121094;
3395;Kyrgyzstan;gini;GINI index;2003;28.700000762939453;Asia
3396;Laos;gini;GINI index;2003;32.63;Asia
3397;Latvia;gini;GINI index;2003;36.400001525878906;Europe
3398;Lesotho;gini;GINI index;2003;52.5;Africa
3399;Liberia;gini;GINI index;2003;;Africa
3400;Lithuania;gini;GINI index;2003;35.29999923706055;Europe
3401;Luxembourg;gini;GINI index;2003;;Europe
3402;Macedonia;gini;GINI index;2003;38.75;
3403;Madagascar;gini;GINI index;2003;;Africa
3404;Malawi;gini;GINI index;2003;;Africa
3405;Malaysia;gini;GINI index;2003;;Asia
3406;Mali;gini;GINI index;2003;;Africa
3407;Mauritania;gini;GINI index;2003;;Africa
3408;Mexico;gini;GINI index;2003;;Americas
3409;Moldova;gini;GINI index;2003;34.900001525878906;
3410;Mongolia;gini;GINI index;2003;;Asia
3411;Morocco;gini;GINI index;2003;;Africa
3412;Mozambique;gini;GINI index;2003;47.11;Africa
3413;Namibia;gini;GINI index;2003;;Africa
3414;Nepal;gini;GINI index;2003;43.20000076293945;Asia
3415;Netherlands;gini;GINI index;2003;;Europe
3416;New Zealand;gini;GINI index;2003;;Oceania
3417;Nicaragua;gini;GINI index;2003;;Americas
3418;Niger;gini;GINI index;2003;;Africa
3419;Nigeria;gini;GINI index;2003;41.79999923706055;Africa
3420;Norway;gini;GINI index;2003;;Europe
3421;Pakistan;gini;GINI index;2003;;Asia
3422;Panama;gini;GINI index;2003;56.099998474121094;Americas
3423;Papua New Guinea;gini;GINI index;2003;;Oceania
3424;Paraguay;gini;GINI index;2003;56.70000076293945;Americas
3425;Peru;gini;GINI index;2003;52.0;Americas
3426;Philippines;gini;GINI index;2003;44.48;Asia
3427;Poland;gini;GINI index;2003;34.900001525878906;Europe
3428;Portugal;gini;GINI index;2003;;Europe
3429;Romania;gini;GINI index;2003;31.5;Europe
3430;Russia;gini;GINI index;2003;40.29999923706055;Europe
3431;Rwanda;gini;GINI index;2003;;Africa
3432;Saint Lucia;gini;GINI index;2003;;Americas
3433;Senegal;gini;GINI index;2003;;Africa
3434;Sierra Leone;gini;GINI index;2003;42.52;Africa
3435;Singapore;gini;GINI index;2003;43.70000076293945;Asia
3436;Slovak Republic;gini;GINI index;2003;;
3437;Slovenia;gini;GINI index;2003;30.399999618530273;Europe
3438;South Africa;gini;GINI index;2003;;Africa
3439;Spain;gini;GINI index;2003;;Europe
3440;Sri Lanka;gini;GINI index;2003;;Asia
3441;Suriname;gini;GINI index;2003;;Americas
3442;Swaziland;gini;GINI index;2003;;Africa
3443;Sweden;gini;GINI index;2003;;Europe
3444;Switzerland;gini;GINI index;2003;;Europe
3445;Tajikistan;gini;GINI index;2003;32.62;Asia
3446;Tanzania;gini;GINI index;2003;;
3447;Thailand;gini;GINI index;2003;;Asia
3448;Timor-Leste;gini;GINI index;2003;;Asia
3449;Togo;gini;GINI index;2003;;Africa
3450;Trinidad and Tobago;gini;GINI index;2003;;Americas
3451;Tunisia;gini;GINI index;2003;;Africa
3452;Turkey;gini;GINI index;2003;43.20000076293945;Asia
3453;Turkmenistan;gini;GINI index;2003;41.099998474121094;Asia
3454;Uganda;gini;GINI index;2003;;Africa
3455;Ukraine;gini;GINI index;2003;25.799999237060547;Europe
3456;United Kingdom;gini;GINI index;2003;36.400001525878906;
3457;United States;gini;GINI index;2003;46.400001525878906;
3458;Uruguay;gini;GINI index;2003;46.20000076293945;Americas
3459;Uzbekistan;gini;GINI index;2003;36.72;Asia
3460;Venezuela;gini;GINI index;2003;48.2;
3461;Vietnam;gini;GINI index;2003;;
3462;Yemen Rep.;gini;GINI index;2003;;
3463;Zambia;gini;GINI index;2003;42.08;Africa
3464;Zimbabwe;gini;GINI index;2003;;Africa
3465;Albania;gini;GINI index;2004;31.100000381469727;Europe
3466;Algeria;gini;GINI index;2004;;Africa
3467;Angola;gini;GINI index;2004;;Africa
3468;Argentina;gini;GINI index;2004;49.599998474121094;Americas
3469;Armenia;gini;GINI index;2004;25.700000762939453;Asia
3470;Australia;gini;GINI index;2004;;Oceania
3471;Austria;gini;GINI index;2004;30.0;Europe
3472;Azerbaijan;gini;GINI index;2004;18.899999618530273;Asia
3473;Bangladesh;gini;GINI index;2004;;Asia
3474;Belarus;gini;GINI index;2004;26.600000381469727;Europe
3475;Belgium;gini;GINI index;2004;;Europe
3476;Benin;gini;GINI index;2004;;Africa
3477;Bhutan;gini;GINI index;2004;;Asia
3478;Bolivia;gini;GINI index;2004;;
3479;Bosnia and Herzegovina;gini;GINI index;2004;35.78;Europe
3480;Botswana;gini;GINI index;2004;;Africa
3481;Brazil;gini;GINI index;2004;56.400001525878906;Americas
3482;Bulgaria;gini;GINI index;2004;;Europe
3483;Burkina Faso;gini;GINI index;2004;;Africa
3484;Burundi;gini;GINI index;2004;;Africa
3485;Cambodia;gini;GINI index;2004;41.85;Asia
3486;Cameroon;gini;GINI index;2004;;Africa
3487;Canada;gini;GINI index;2004;33.70000076293945;Americas
3488;Cape Verde;gini;GINI index;2004;;
3489;Central African Rep.;gini;GINI index;2004;;Africa
3490;Chad;gini;GINI index;2004;;Africa
3491;Chile;gini;GINI index;2004;;Americas
3492;China;gini;GINI index;2004;46.900001525878906;Asia
3493;Colombia;gini;GINI index;2004;56.099998474121094;Americas
3494;Comoros;gini;GINI index;2004;64.3;Africa
3495;Congo Dem. Rep.;gini;GINI index;2004;;
3496;Congo Rep.;gini;GINI index;2004;;
3497;Costa Rica;gini;GINI index;2004;48.0;Americas
3498;Cote d'Ivoire;gini;GINI index;2004;;
3499;Croatia;gini;GINI index;2004;28.799999237060547;Europe
3500;Czech Republic;gini;GINI index;2004;27.5;Europe
3501;Denmark;gini;GINI index;2004;24.200000762939453;Europe
3502;Djibouti;gini;GINI index;2004;;Africa
3503;Dominican Rep.;gini;GINI index;2004;51.900001525878906;Americas
3504;Ecuador;gini;GINI index;2004;53.599998474121094;Americas
3505;Egypt;gini;GINI index;2004;32.0;Africa
3506;El Salvador;gini;GINI index;2004;48.400001525878906;Americas
3507;Estonia;gini;GINI index;2004;36.0;Europe
3508;Ethiopia;gini;GINI index;2004;28.899999618530273;Africa
3509;Finland;gini;GINI index;2004;27.899999618530273;Europe
3510;France;gini;GINI index;2004;;Europe
3511;Gabon;gini;GINI index;2004;;Africa
3512;Gambia;gini;GINI index;2004;;Africa
3513;Georgia;gini;GINI index;2004;40.599998474121094;Asia
3514;Germany;gini;GINI index;2004;31.5;Europe
3515;Ghana;gini;GINI index;2004;;Africa
3516;Greece;gini;GINI index;2004;33.20000076293945;Europe
3517;Guatemala;gini;GINI index;2004;53.20000076293945;Americas
3518;Guinea;gini;GINI index;2004;;Africa
3519;Guinea-Bissau;gini;GINI index;2004;;Africa
3520;Guyana;gini;GINI index;2004;;Americas
3521;Haiti;gini;GINI index;2004;;Americas
3522;Honduras;gini;GINI index;2004;58.099998474121094;Americas
3523;Hong Kong;gini;GINI index;2004;;Asia
3524;Hungary;gini;GINI index;2004;30.04;Europe
3525;India;gini;GINI index;2004;32.400001525878906;Asia
3526;Indonesia;gini;GINI index;2004;;Asia
3527;Iran;gini;GINI index;2004;43.5;
3528;Ireland;gini;GINI index;2004;33.400001525878906;Europe
3529;Israel;gini;GINI index;2004;;Asia
3530;Italy;gini;GINI index;2004;35.099998474121094;Europe
3531;Jamaica;gini;GINI index;2004;45.51;Americas
3532;Japan;gini;GINI index;2004;;Asia
3533;Jordan;gini;GINI index;2004;;Asia
3534;Kazakhstan;gini;GINI index;2004;32.29999923706055;Asia
3535;Kenya;gini;GINI index;2004;;Africa
3536;South Korea;gini;GINI index;2004;;
3537;Kyrgyzstan;gini;GINI index;2004;32.93;Asia
3538;Laos;gini;GINI index;2004;;Asia
3539;Latvia;gini;GINI index;2004;35.73;Europe
3540;Lesotho;gini;GINI index;2004;;Africa
3541;Liberia;gini;GINI index;2004;;Africa
3542;Lithuania;gini;GINI index;2004;35.81;Europe
3543;Luxembourg;gini;GINI index;2004;31.0;Europe
3544;Macedonia;gini;GINI index;2004;38.95;
3545;Madagascar;gini;GINI index;2004;;Africa
3546;Malawi;gini;GINI index;2004;39.02;Africa
3547;Malaysia;gini;GINI index;2004;37.91;Asia
3548;Mali;gini;GINI index;2004;;Africa
3549;Mauritania;gini;GINI index;2004;41.29999923706055;Africa
3550;Mexico;gini;GINI index;2004;46.05;Americas
3551;Mexico;gini;GINI index;2004;46.05;Americas
3552;Moldova;gini;GINI index;2004;35.6;
3553;Mongolia;gini;GINI index;2004;;Asia
3554;Morocco;gini;GINI index;2004;;Africa
3555;Mozambique;gini;GINI index;2004;;Africa
3556;Namibia;gini;GINI index;2004;61.400001525878906;Africa
3557;Nepal;gini;GINI index;2004;47.3;Asia
3558;Netherlands;gini;GINI index;2004;30.200000762939453;Europe
3559;New Zealand;gini;GINI index;2004;;Oceania
3560;Nicaragua;gini;GINI index;2004;;Americas
3561;Niger;gini;GINI index;2004;;Africa
3562;Nigeria;gini;GINI index;2004;42.93;Africa
3563;Norway;gini;GINI index;2004;30.0;Europe
3564;Pakistan;gini;GINI index;2004;;Asia
3565;Panama;gini;GINI index;2004;54.88;Americas
3566;Papua New Guinea;gini;GINI index;2004;;Oceania
3567;Paraguay;gini;GINI index;2004;53.79999923706055;Americas
3568;Peru;gini;GINI index;2004;54.400001525878906;Americas
3569;Philippines;gini;GINI index;2004;;Asia
3570;Poland;gini;GINI index;2004;35.79999923706055;Europe
3571;Portugal;gini;GINI index;2004;;Europe
3572;Romania;gini;GINI index;2004;37.5;Europe
3573;Russia;gini;GINI index;2004;40.900001525878906;Europe
3574;Rwanda;gini;GINI index;2004;;Africa
3575;Saint Lucia;gini;GINI index;2004;;Americas
3576;Senegal;gini;GINI index;2004;;Africa
3577;Sierra Leone;gini;GINI index;2004;;Africa
3578;Singapore;gini;GINI index;2004;;Asia
3579;Slovak Republic;gini;GINI index;2004;29.100000381469727;
3580;Slovenia;gini;GINI index;2004;31.15;Europe
3581;South Africa;gini;GINI index;2004;;Africa
3582;Spain;gini;GINI index;2004;33.20000076293945;Europe
3583;Sri Lanka;gini;GINI index;2004;;Asia
3584;Suriname;gini;GINI index;2004;;Americas
3585;Swaziland;gini;GINI index;2004;;Africa
3586;Sweden;gini;GINI index;2004;;Europe
3587;Switzerland;gini;GINI index;2004;31.600000381469727;Europe
3588;Tajikistan;gini;GINI index;2004;33.61;Asia
3589;Tanzania;gini;GINI index;2004;;
3590;Thailand;gini;GINI index;2004;42.45;Asia
3591;Timor-Leste;gini;GINI index;2004;;Asia
3592;Togo;gini;GINI index;2004;;Africa
3593;Trinidad and Tobago;gini;GINI index;2004;;Americas
3594;Tunisia;gini;GINI index;2004;;Africa
3595;Turkey;gini;GINI index;2004;42.70000076293945;Asia
3596;Turkmenistan;gini;GINI index;2004;41.400001525878906;Asia
3597;Uganda;gini;GINI index;2004;;Africa
3598;Ukraine;gini;GINI index;2004;27.600000381469727;Europe
3599;United Kingdom;gini;GINI index;2004;36.599998474121094;
3600;United States;gini;GINI index;2004;46.599998474121094;
3601;Uruguay;gini;GINI index;2004;47.400001525878906;Americas
3602;Uzbekistan;gini;GINI index;2004;;Asia
3603;Venezuela;gini;GINI index;2004;45.29999923706055;
3604;Vietnam;gini;GINI index;2004;39.16;
3605;Yemen Rep.;gini;GINI index;2004;;
3606;Zambia;gini;GINI index;2004;50.74;Africa
3607;Zimbabwe;gini;GINI index;2004;;Africa
3608;Albania;gini;GINI index;2005;33.03;Europe
3609;Algeria;gini;GINI index;2005;;Africa
3610;Angola;gini;GINI index;2005;;Africa
3611;Argentina;gini;GINI index;2005;50.03;Americas
3612;Armenia;gini;GINI index;2005;29.600000381469727;Asia
3613;Australia;gini;GINI index;2005;;Oceania
3614;Austria;gini;GINI index;2005;29.799999237060547;Europe
3615;Azerbaijan;gini;GINI index;2005;17.5;Asia
3616;Bangladesh;gini;GINI index;2005;31.02;Asia
3617;Belarus;gini;GINI index;2005;27.92;Europe
3618;Belgium;gini;GINI index;2005;31.100000381469727;Europe
3619;Benin;gini;GINI index;2005;;Africa
3620;Bhutan;gini;GINI index;2005;;Asia
3621;Bolivia;gini;GINI index;2005;58.19;
3622;Bosnia and Herzegovina;gini;GINI index;2005;;Europe
3623;Botswana;gini;GINI index;2005;;Africa
3624;Brazil;gini;GINI index;2005;56.39;Americas
3625;Bulgaria;gini;GINI index;2005;29.399999618530273;Europe
3626;Burkina Faso;gini;GINI index;2005;;Africa
3627;Burundi;gini;GINI index;2005;;Africa
3628;Cambodia;gini;GINI index;2005;;Asia
3629;Cameroon;gini;GINI index;2005;;Africa
3630;Canada;gini;GINI index;2005;;Americas
3631;Cape Verde;gini;GINI index;2005;;
3632;Central African Rep.;gini;GINI index;2005;;Africa
3633;Chad;gini;GINI index;2005;;Africa
3634;Chile;gini;GINI index;2005;;Americas
3635;China;gini;GINI index;2005;41.53;Asia
3636;Colombia;gini;GINI index;2005;54.79999923706055;Americas
3637;Comoros;gini;GINI index;2005;62.900001525878906;Africa
3638;Congo Dem. Rep.;gini;GINI index;2005;44.099998474121094;
3639;Congo Rep.;gini;GINI index;2005;46.900001525878906;
3640;Costa Rica;gini;GINI index;2005;47.23;Americas
3641;Cote d'Ivoire;gini;GINI index;2005;;
3642;Croatia;gini;GINI index;2005;28.99;Europe
3643;Czech Republic;gini;GINI index;2005;27.5;Europe
3644;Denmark;gini;GINI index;2005;24.799999237060547;Europe
3645;Djibouti;gini;GINI index;2005;;Africa
3646;Dominican Rep.;gini;GINI index;2005;49.97;Americas
3647;Ecuador;gini;GINI index;2005;53.65;Americas
3648;Egypt;gini;GINI index;2005;32.14;Africa
3649;El Salvador;gini;GINI index;2005;49.7;Americas
3650;Estonia;gini;GINI index;2005;34.0;Europe
3651;Ethiopia;gini;GINI index;2005;29.76;Africa
3652;Finland;gini;GINI index;2005;27.899999618530273;Europe
3653;France;gini;GINI index;2005;31.600000381469727;Europe
3654;Gabon;gini;GINI index;2005;41.45;Africa
3655;Gambia;gini;GINI index;2005;;Africa
3656;Georgia;gini;GINI index;2005;40.78;Asia
3657;Germany;gini;GINI index;2005;31.200000762939453;Europe
3658;Ghana;gini;GINI index;2005;42.400001525878906;Africa
3659;Greece;gini;GINI index;2005;33.29999923706055;Europe
3660;Guatemala;gini;GINI index;2005;;Americas
3661;Guinea;gini;GINI index;2005;;Africa
3662;Guinea-Bissau;gini;GINI index;2005;38.29999923706055;Africa
3663;Guyana;gini;GINI index;2005;;Americas
3664;Haiti;gini;GINI index;2005;;Americas
3665;Honduras;gini;GINI index;2005;56.71;Americas
3666;Hong Kong;gini;GINI index;2005;;Asia
3667;Hungary;gini;GINI index;2005;31.0;Europe
3668;India;gini;GINI index;2005;36.8;Asia
3669;Indonesia;gini;GINI index;2005;39.41;Asia
3670;Iran;gini;GINI index;2005;38.28;
3671;Ireland;gini;GINI index;2005;33.599998474121094;Europe
3672;Israel;gini;GINI index;2005;41.70000076293945;Asia
3673;Italy;gini;GINI index;2005;34.099998474121094;Europe
3674;Jamaica;gini;GINI index;2005;;Americas
3675;Japan;gini;GINI index;2005;24.200000762939453;Asia
3676;Jordan;gini;GINI index;2005;;Asia
3677;Kazakhstan;gini;GINI index;2005;27.299999237060547;Asia
3678;Kenya;gini;GINI index;2005;47.68;Africa
3679;South Korea;gini;GINI index;2005;34.099998474121094;
3680;Kyrgyzstan;gini;GINI index;2005;27.899999618530273;Asia
3681;Laos;gini;GINI index;2005;;Asia
3682;Latvia;gini;GINI index;2005;36.400001525878906;Europe
3683;Lesotho;gini;GINI index;2005;;Africa
3684;Liberia;gini;GINI index;2005;;Africa
3685;Lithuania;gini;GINI index;2005;36.900001525878906;Europe
3686;Luxembourg;gini;GINI index;2005;30.200000762939453;Europe
3687;Macedonia;gini;GINI index;2005;39.099998474121094;
3688;Madagascar;gini;GINI index;2005;47.24;Africa
3689;Malawi;gini;GINI index;2005;38.599998474121094;Africa
3690;Malaysia;gini;GINI index;2005;;Asia
3691;Mali;gini;GINI index;2005;;Africa
3692;Mauritania;gini;GINI index;2005;;Africa
3693;Mexico;gini;GINI index;2005;50.900001525878906;Americas
3694;Moldova;gini;GINI index;2005;36.29999923706055;
3695;Mongolia;gini;GINI index;2005;33.03;Asia
3696;Morocco;gini;GINI index;2005;;Africa
3697;Mozambique;gini;GINI index;2005;41.29999923706055;Africa
3698;Namibia;gini;GINI index;2005;;Africa
3699;Nepal;gini;GINI index;2005;;Asia
3700;Netherlands;gini;GINI index;2005;29.799999237060547;Europe
3701;New Zealand;gini;GINI index;2005;;Oceania
3702;Nicaragua;gini;GINI index;2005;52.33;Americas
3703;Nicaragua;gini;GINI index;2005;52.33;Americas
3704;Niger;gini;GINI index;2005;43.89;Africa
3705;Nigeria;gini;GINI index;2005;;Africa
3706;Norway;gini;GINI index;2005;31.5;Europe
3707;Pakistan;gini;GINI index;2005;31.18;Asia
3708;Panama;gini;GINI index;2005;53.79999923706055;Americas
3709;Papua New Guinea;gini;GINI index;2005;;Oceania
3710;Paraguay;gini;GINI index;2005;53.89;Americas
3711;Peru;gini;GINI index;2005;51.97;Americas
3712;Philippines;gini;GINI index;2005;;Asia
3713;Poland;gini;GINI index;2005;34.92;Europe
3714;Portugal;gini;GINI index;2005;38.900001525878906;Europe
3715;Romania;gini;GINI index;2005;31.5;Europe
3716;Russia;gini;GINI index;2005;37.51;Europe
3717;Rwanda;gini;GINI index;2005;;Africa
3718;Saint Lucia;gini;GINI index;2005;;Americas
3719;Senegal;gini;GINI index;2005;39.19;Africa
3720;Sierra Leone;gini;GINI index;2005;42.20000076293945;Africa
3721;Singapore;gini;GINI index;2005;;Asia
3722;Slovak Republic;gini;GINI index;2005;27.200000762939453;
3723;Slovenia;gini;GINI index;2005;24.799999237060547;Europe
3724;South Africa;gini;GINI index;2005;;Africa
3725;Spain;gini;GINI index;2005;34.0;Europe
3726;Sri Lanka;gini;GINI index;2005;;Asia
3727;Suriname;gini;GINI index;2005;;Americas
3728;Swaziland;gini;GINI index;2005;;Africa
3729;Sweden;gini;GINI index;2005;26.0;Europe
3730;Switzerland;gini;GINI index;2005;;Europe
3731;Tajikistan;gini;GINI index;2005;;Asia
3732;Tanzania;gini;GINI index;2005;;
3733;Thailand;gini;GINI index;2005;;Asia
3734;Timor-Leste;gini;GINI index;2005;;Asia
3735;Togo;gini;GINI index;2005;;Africa
3736;Trinidad and Tobago;gini;GINI index;2005;;Americas
3737;Tunisia;gini;GINI index;2005;39.79999923706055;Africa
3738;Turkey;gini;GINI index;2005;43.23;Asia
3739;Turkmenistan;gini;GINI index;2005;39.20000076293945;Asia
3740;Uganda;gini;GINI index;2005;42.62;Africa
3741;Ukraine;gini;GINI index;2005;28.21;Europe
3742;United Kingdom;gini;GINI index;2005;37.0;
3743;United States;gini;GINI index;2005;46.900001525878906;
3744;Uruguay;gini;GINI index;2005;44.94;Americas
3745;Uzbekistan;gini;GINI index;2005;;Asia
3746;Venezuela;gini;GINI index;2005;47.61;
3747;Vietnam;gini;GINI index;2005;;
3748;Yemen Rep.;gini;GINI index;2005;37.29999923706055;
3749;Zambia;gini;GINI index;2005;;Africa
3750;Zimbabwe;gini;GINI index;2005;;Africa
3751;Albania;gini;GINI index;2006;;Europe
3752;Algeria;gini;GINI index;2006;;Africa
3753;Angola;gini;GINI index;2006;;Africa
3754;Argentina;gini;GINI index;2006;47.5;Americas
3755;Armenia;gini;GINI index;2006;32.79999923706055;Asia
3756;Australia;gini;GINI index;2006;;Oceania
3757;Austria;gini;GINI index;2006;28.700000762939453;Europe
3758;Azerbaijan;gini;GINI index;2006;;Asia
3759;Bangladesh;gini;GINI index;2006;;Asia
3760;Belarus;gini;GINI index;2006;28.700000762939453;Europe
3761;Belgium;gini;GINI index;2006;29.299999237060547;Europe
3762;Benin;gini;GINI index;2006;;Africa
3763;Bhutan;gini;GINI index;2006;;Asia
3764;Bolivia;gini;GINI index;2006;54.20000076293945;
3765;Bosnia and Herzegovina;gini;GINI index;2006;;Europe
3766;Botswana;gini;GINI index;2006;;Africa
3767;Brazil;gini;GINI index;2006;53.20000076293945;Americas
3768;Bulgaria;gini;GINI index;2006;;Europe
3769;Burkina Faso;gini;GINI index;2006;;Africa
3770;Burundi;gini;GINI index;2006;33.27;Africa
3771;Cambodia;gini;GINI index;2006;;Asia
3772;Cameroon;gini;GINI index;2006;;Africa
3773;Canada;gini;GINI index;2006;;Americas
3774;Cape Verde;gini;GINI index;2006;;
3775;Central African Rep.;gini;GINI index;2006;;Africa
3776;Chad;gini;GINI index;2006;;Africa
3777;Chile;gini;GINI index;2006;52.0;Americas
3778;China;gini;GINI index;2006;;Asia
3779;Colombia;gini;GINI index;2006;58.49;Americas
3780;Comoros;gini;GINI index;2006;;Africa
3781;Congo Dem. Rep.;gini;GINI index;2006;44.400001525878906;
3782;Congo Rep.;gini;GINI index;2006;47.32;
3783;Costa Rica;gini;GINI index;2006;48.70000076293945;Americas
3784;Cote d'Ivoire;gini;GINI index;2006;;
3785;Croatia;gini;GINI index;2006;;Europe
3786;Czech Republic;gini;GINI index;2006;26.899999618530273;Europe
3787;Denmark;gini;GINI index;2006;25.100000381469727;Europe
3788;Djibouti;gini;GINI index;2006;;Africa
3789;Dominican Rep.;gini;GINI index;2006;51.900001525878906;Americas
3790;Ecuador;gini;GINI index;2006;52.900001525878906;Americas
